13:44:18.265 default [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h20m16s726ms12µs300ns).
15:57:19.760 default [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demoCommunicateAPI.DemoCommunicateApiApplicationTests], using SpringBootContextLoader
15:57:19.765 default [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demoCommunicateAPI.DemoCommunicateApiApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
15:57:19.766 default [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demoCommunicateAPI.DemoCommunicateApiApplicationTests]: DemoCommunicateApiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
15:57:19.879 default [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demoCommunicateAPI.DemoCommunicateApiApplication for test class com.example.demoCommunicateAPI.DemoCommunicateApiApplicationTests
15:57:19.991 default [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
15:57:20.014 default [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@f415a95, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@cf65451, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@724f138e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@37eeec90, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@32fe9d0a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@c9413d8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@64da2a7, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@46074492, org.springframework.test.context.event.EventPublishingTestExecutionListener@d78795, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@2c715e84, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@47428937, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3b9d6699, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7caa550, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@21694e53, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@72b16078, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@22c86919, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@70fab835]
15:57:20.396 default [main] INFO  c.e.d.DemoCommunicateApiApplicationTests - Starting DemoCommunicateApiApplicationTests using Java 17.0.8.1 on ITDC-6716 with PID 13652 (started by user in D:\eclipse\demoCommunicateAPI\demoCommunicateAPI)
15:57:20.397 default [main] INFO  c.e.d.DemoCommunicateApiApplicationTests - No active profile set, falling back to 1 default profile: "default"
15:57:20.407 default [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
15:57:21.537 default [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:57:21.560 default [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9 ms. Found 0 JPA repository interfaces.
15:57:22.328 default [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:57:22.516 default [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:57:22.590 default [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:57:22.679 default [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
15:57:22.866 default [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
15:57:23.029 default [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
15:57:23.253 default [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
15:57:23.267 default [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:57:24.052 default [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:57:24.554 default [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@71d2261e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@53917c92, org.springframework.security.web.context.SecurityContextPersistenceFilter@2346f77a, org.springframework.security.web.header.HeaderWriterFilter@4a49919c, org.springframework.security.web.csrf.CsrfFilter@5b6f3d0b, org.springframework.security.web.authentication.logout.LogoutFilter@212c0aff, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4b9b5da5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5ff29e8b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1fa796a4, org.springframework.security.web.session.SessionManagementFilter@5fd31df7, org.springframework.security.web.access.ExceptionTranslationFilter@25109d84, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@69a294d8]
15:57:24.627 default [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
15:57:25.558 default [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
15:57:25.586 default [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
15:57:25.619 default [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
15:57:25.760 default [main] INFO  c.e.d.DemoCommunicateApiApplicationTests - Started DemoCommunicateApiApplicationTests in 5.683 seconds (JVM running for 6.94)
15:57:26.216 default [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:57:26.217 default [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
15:57:26.226 default [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:57:26.232 default [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
